2025-04-05 17:02:59 | Function: handle_user_input | Args: ('birthday',) 
2025-04-08 16:07:16 | Function: handle_user_input | Args: ('phone Vlad',) 
2025-04-08 16:07:36 | Function: handle_user_input | Args: ('email Vlad',) 
2025-04-08 16:07:55 | Function: handle_user_input | Args: ('birthday Vlad',) 
2025-04-08 16:08:12 | Function: handle_user_input | Args: ('address Vlad',) 
2025-04-08 16:10:29 | Function: handle_user_input | Args: ('birthdays 01.02.2025',) 
2025-04-08 16:11:46 | Function: handle_user_input | Args: ('birthdays',) 
2025-04-08 16:12:25 | Function: handle_user_input | Args: ('all-birthdays',) 
2025-04-08 16:33:40 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 16:34:21 | Function: handle_user_input | Args: ('all-birthdays',) 
2025-04-08 16:37:23 | Function: handle_user_input | Args: ('all-birthdays',) 
2025-04-08 16:57:30 | Function: handle_user_input | Args: ('ass',) 
2025-04-08 16:57:43 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 16:58:06 | Function: handle_user_input | Args: ('add-phone Roza 1234567890',) 
2025-04-08 16:58:32 | Function: handle_user_input | Args: ('add-phone Roza 1234567890',) 
2025-04-08 16:58:46 | Function: handle_user_input | Args: ('all-birthdays',) 
2025-04-08 16:59:05 | Function: handle_user_input | Args: ('add-phone Roza 1234567890',) 
2025-04-08 17:02:12 | Function: handle_user_input | Args: ('add-phone Vlad 1111111111',) 
2025-04-08 17:10:02 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 17:10:22 | Function: handle_user_input | Args: ('add-phone Vlad 0000000000',) 
2025-04-08 17:10:43 | Function: handle_user_input | Args: ('add-phone (name phone(10num))',) 
2025-04-08 17:11:01 | Function: handle_user_input | Args: ('add-phone Kan 1234567890',) 
2025-04-08 17:15:46 | Function: handle_user_input | Args: ('add-phone Vlad 1234567890',) 
2025-04-08 19:21:35 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 19:21:59 | Function: handle_user_input | Args: ('delete-phone (name)',) 
2025-04-08 19:23:28 | Function: handle_user_input | Args: ('delete-phone Vlad 0000000000',) 
2025-04-08 19:23:51 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 19:24:04 | Function: handle_user_input | Args: ('delete-phone Vlad 0000000000',) 
2025-04-08 19:27:17 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 19:27:38 | Function: handle_user_input | Args: ('delete-phone Vlad 0000000000',) 
2025-04-08 19:28:35 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 19:28:48 | Function: handle_user_input | Args: ('delete-phone (name phone)',) 
2025-04-08 19:29:09 | Function: handle_user_input | Args: ('delete-phone Vlad 0000000000',) 
2025-04-08 19:30:29 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 19:30:49 | Function: handle_user_input | Args: ('delete-phone Vlad 0000000000',) 
2025-04-08 19:31:15 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 19:31:34 | Function: handle_user_input | Args: ('delete-phone Roza 1234567890',) 
2025-04-08 19:31:48 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 19:32:09 | Function: handle_user_input | Args: ('delete-phone Roza 1234567890',) 
2025-04-08 19:33:18 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 19:37:30 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 19:37:38 | Function: handle_user_input | Args: ('delete-phone (name phone)',) 
2025-04-08 19:37:54 | Function: handle_user_input | Args: ('delete-phone Vlad 1234567890:999999999',) 
2025-04-08 19:38:10 | Function: handle_user_input | Args: ('all',) 
2025-04-08 19:38:13 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 19:39:37 | Function: handle_user_input | Args: ('delete-phone Vlad 123456789',) 
2025-04-08 19:40:48 | Function: handle_user_input | Args: ('add-email Vlad v@gmail.com',) 
2025-04-08 19:41:08 | Function: handle_user_input | Args: ('delete-email Vlad v@gmail.com',) 
2025-04-08 19:42:46 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 19:43:00 | Function: handle_user_input | Args: ('delete-email Vlad v@gmail.com',) 
2025-04-08 19:43:46 | Function: handle_user_input | Args: ('delete-email Vlad v@gmail.com',) 
2025-04-08 19:43:50 | Function: handle_user_input | Args: ('delete-email Vlad v@gmail.com',) 
2025-04-08 19:44:05 | Function: handle_user_input | Args: ('contact Vlad',) 
2025-04-08 19:50:18 | Function: handle_user_input | Args: ('add-phone Vlad 12345',) 
2025-04-08 19:51:12 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 19:51:26 | Function: handle_user_input | Args: ('add-phone Vlad 1111',) 
2025-04-08 20:05:30 | Function: handle_user_input | Args: ('add-phone Vlad 1111',) 
2025-04-08 20:05:36 | Function: handle_user_input | Args: ('add-phone Vlad 1111111111',) 
2025-04-08 20:06:13 | Function: handle_user_input | Args: ('delete-phone Vlad 1111111111',) 
2025-04-08 20:10:09 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 20:10:17 | Function: handle_user_input | Args: ('contact Vlad',) 
2025-04-08 20:10:38 | Function: handle_user_input | Args: ('delete-phone Vlad 111',) 
2025-04-08 20:25:51 | Function: handle_user_input | Args: ('birthdays 300',) 
2025-04-08 20:26:17 | Function: handle_user_input | Args: ('birthdays',) 
2025-04-08 20:32:29 | Function: handle_user_input | Args: ('birthdays',) 
2025-04-08 20:32:38 | Function: handle_user_input | Args: ('birthdays 300',) 
2025-04-08 20:36:02 | Function: handle_user_input | Args: ('birthdays',) 
2025-04-08 20:36:13 | Function: handle_user_input | Args: ('        if isinstance(birthday, str):\n            try:\n                birthday = datetime.strptime(birthday, "%d.%m.%Y")\n            except ValueError:\n                print(f"Invalid birthday format for user {user.name.value}: {birthday}")\n                continue\n        elif ',) 
2025-04-08 20:36:25 | Function: handle_user_input | Args: ('birthdays 400',) 
2025-04-08 20:36:58 | Function: handle_user_input | Args: ('birthdays 400',) 
2025-04-08 20:37:12 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 20:38:46 | Function: handle_user_input | Args: ('birthdays 400',) 
2025-04-08 20:39:22 | Function: handle_user_input | Args: ('birthdays 500',) 
2025-04-08 20:40:38 | Function: handle_user_input | Args: ('birthdays 500',) 
2025-04-08 20:41:04 | Function: handle_user_input | Args: ('birthday sdfds',) 
2025-04-08 20:47:00 | Function: handle_user_input | Args: ('birthdays 100',) 
2025-04-08 20:49:09 | Function: handle_user_input | Args: ('birthdays 100',) 
2025-04-08 20:52:25 | Function: handle_user_input | Args: ('birthdays number_of_days_from_today',) 
2025-04-08 20:52:33 | Function: handle_user_input | Args: ('birthdays 100',) 
2025-04-08 20:52:45 | Function: handle_user_input | Args: ('birthdays 200',) 
2025-04-08 20:52:49 | Function: handle_user_input | Args: ('birthdays 300',) 
2025-04-08 20:53:07 | Function: handle_user_input | Args: ('birthdays rrrr',) 
2025-04-08 21:07:50 | Function: handle_user_input | Args: ('search-contact v',) 
2025-04-08 21:10:15 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 21:10:43 | Function: handle_user_input | Args: ('search-contact v',) 
2025-04-08 21:12:31 | Function: handle_user_input | Args: ('all-contacts',) 
2025-04-08 21:12:51 | Function: handle_user_input | Args: ('search-contact r',) 
2025-04-08 21:15:08 | Function: handle_user_input | Args: ('search-contact v',) 
2025-04-08 21:18:46 | Function: handle_user_input | Args: ('search-contact v',) 
2025-04-08 21:19:42 | Function: handle_user_input | Args: ('search-contact v',) 
2025-04-08 21:22:42 | Function: handle_user_input | Args: ('search-contact v',) 
2025-04-08 21:25:57 | Function: handle_user_input | Args: ('search-contact v',) 
2025-04-08 21:27:04 | Function: handle_user_input | Args: ('search-contact v',) 
2025-04-08 21:28:41 | Function: handle_user_input | Args: ('search-contact v',) 
2025-04-08 21:29:51 | Function: handle_user_input | Args: ('search-contact roza',) 
2025-04-08 21:29:51 | Function: handle_user_input | Args: ('',) 
2025-04-08 21:30:38 | Function: handle_user_input | Args: ('search-contact roza',) 
2025-04-08 21:30:52 | Function: handle_user_input | Args: ('search-contact v',) 
2025-04-08 21:31:14 | Function: handle_user_input | Args: ('search-contact a',) 
2025-04-08 21:34:55 | Function: handle_user_input | Args: ('search-contact v',) 
2025-04-08 21:35:38 | Function: handle_user_input | Args: ('search-contact v',) 
2025-04-08 21:36:29 | Function: handle_user_input | Args: ('search-contact vlad',) 
2025-04-08 21:39:34 | Function: handle_user_input | Args: ('search-contact v',) 
2025-04-08 21:39:47 | Function: handle_user_input | Args: ('search-contact a',) 
2025-04-08 21:43:33 | Function: handle_user_input | Args: ('search-contact a',) 
2025-04-08 21:43:40 | Function: handle_user_input | Args: ('search-contact r',) 
